,email_id,entity,type,entity_clean
75,17.txt,John Suarez,PERSON,JOHN SUAREZ
76,17.txt,EBS,ORG,EBS
77,17.txt,Kevin Presto,PERSON,KEVIN PRESTO
78,17.txt,John,PERSON,JOHN
79,17.txt,Enron,ORG,ENRON
80,17.txt,Ravi Thuraisingham,PERSON,RAVI THURAISINGHAM
81,17.txt,CFA,ORG,CFA
82,17.txt,Enron Broadband Services,ORG,ENRON BROADBAND SERVICES
83,17.txt,Arnold,PERSON,ARNOLD
84,17.txt,"John  
Sent",PERSON,JOHN SENT
85,17.txt,Thuraisingham,PERSON,THURAISINGHAM
86,17.txt,Ravi,PERSON,RAVI
87,17.txt,Dave Forster,PERSON,DAVE FORSTER
88,17.txt,Thuraisingham,PERSON,THURAISINGHAM
89,17.txt,"Ravi  
Sent",PERSON,RAVI SENT
90,17.txt,Arnold,PERSON,ARNOLD
91,17.txt,"John
Subject:	",PERSON,JOHN SUBJECT:
92,17.txt,AI,ORG,AI
93,17.txt,Ravi Thuraisingham,PERSON,RAVI THURAISINGHAM
94,17.txt,CFA,ORG,CFA
95,17.txt,Enron Broadband Services,ORG,ENRON BROADBAND SERVICES
96,12.txt,Refco,PERSON,REFCO
97,12.txt,Refco,PERSON,REFCO
98,12.txt,World Financial Center,ORG,WORLD FINANCIAL CENTER
99,12.txt,the World Trade Center,ORG,THE WORLD TRADE CENTER
100,12.txt,Jersey City,GPE,JERSEY CITY
101,12.txt,Refco,ORG,REFCO
102,12.txt,EOL,ORG,EOL
103,12.txt,Refco,PERSON,REFCO
104,12.txt,Enron,ORG,ENRON
105,12.txt,Refco,PERSON,REFCO
106,12.txt,Refco,PERSON,REFCO
107,12.txt,Enron,ORG,ENRON
108,12.txt,Refco,PERSON,REFCO
109,12.txt,Nymex,ORG,NYMEX
110,12.txt,Enron,ORG,ENRON
111,12.txt,Refco,PERSON,REFCO
112,12.txt,Refco,PERSON,REFCO
113,12.txt,FX,ORG,FX
114,12.txt,Dresner,ORG,DRESNER
115,12.txt,Cantor Fitzgerald,PERSON,CANTOR FITZGERALD
116,12.txt,Houston,GPE,HOUSTON
117,12.txt,Gary Weiss,PERSON,GARY WEISS
118,12.txt,SVP Refco Group Ltd.,ORG,SVP REFCO GROUP LTD.
119,12.txt,LLC,ORG,LLC
120,12.txt,President & CEO,ORG,PRESIDENT & CEO
121,12.txt,Refco F/X Ltd LLC,ORG,REFCO F/X LTD LLC
122,12.txt,Joe Murphy,PERSON,JOE MURPHY
123,12.txt,Refco Futures Ltd.,ORG,REFCO FUTURES LTD.
124,12.txt,LLC,ORG,LLC
125,12.txt,the Refco Group,ORG,THE REFCO GROUP
126,12.txt,Institutional Investors &,ORG,INSTITUTIONAL INVESTORS &
127,12.txt,Mark Tayor,PERSON,MARK TAYOR
128,12.txt,Refco,PERSON,REFCO
129,12.txt,x36413,ORG,X36413
130,12.txt,John Cummings,PERSON,JOHN CUMMINGS
131,10.txt,John,PERSON,JOHN
132,10.txt,Houston,GPE,HOUSTON
133,10.txt,Alex Pritchartt,PERSON,ALEX PRITCHARTT
134,10.txt,Lavorato,PERSON,LAVORATO
135,10.txt,"John
Subject",PERSON,JOHN SUBJECT
136,10.txt,Bill McIlwain,PERSON,BILL MCILWAIN
137,10.txt,Houston,GPE,HOUSTON
138,10.txt,Alex Pritchartt,PERSON,ALEX PRITCHARTT
139,10.txt,Alex Pritchartt,PERSON,ALEX PRITCHARTT
140,10.txt,San Francisco,GPE,SAN FRANCISCO
141,10.txt,CA 94123,ORG,CA 94123
142,10.txt,Yahoo,ORG,YAHOO
143,10.txt,alerts & NEW,ORG,ALERTS & NEW
144,10.txt,Yahoo,ORG,YAHOO
145,10.txt,"Messenger
",PERSON,MESSENGER
146,38.txt,EOL,ORG,EOL
147,38.txt,Frank,PERSON,FRANK
148,38.txt,PS Lavo's,ORG,PS LAVO'S
149,38.txt,VAR,ORG,VAR
150,38.txt,Hayden,PERSON,HAYDEN
151,38.txt,Frank,PERSON,FRANK
152,38.txt,Lavorato,PERSON,LAVORATO
153,38.txt,"John
Cc:",PERSON,JOHN CC:
154,38.txt,Port,GPE,PORT
155,38.txt,David,PERSON,DAVID
156,38.txt,West Power,ORG,WEST POWER
157,38.txt,Canada,GPE,CANADA
158,38.txt,Texas,GPE,TEXAS
159,38.txt,Cal 2 & Cal 3,ORG,CAL 2 & CAL 3
160,38.txt,PS,ORG,PS
161,38.txt,Arnold,PERSON,ARNOLD
162,139.txt,John,PERSON,JOHN
163,139.txt,Richard,PERSON,RICHARD
164,139.txt,Amy,PERSON,AMY
165,139.txt,Diane Anderson,PERSON,DIANE ANDERSON
166,139.txt,Amy,PERSON,AMY
167,139.txt,Mike,PERSON,MIKE
168,139.txt,John,PERSON,JOHN
169,39.txt,Enron Taps,ORG,ENRON TAPS
170,39.txt,Bank Lines,ORG,BANK LINES
171,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
172,39.txt,Enron,ORG,ENRON
173,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
174,39.txt,Enron,ORG,ENRON
175,39.txt,Bonds With Poor Liquidity,ORG,BONDS WITH POOR LIQUIDITY
176,39.txt,Cre=,ORG,CRE=
177,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
178,39.txt,Enron,ORG,ENRON
179,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
180,39.txt,Bloomberg,ORG,BLOOMBERG
181,39.txt,WSJ,ORG,WSJ
182,39.txt,Bloomberg,ORG,BLOOMBERG
183,39.txt,WSJ,ORG,WSJ
184,39.txt,Bloomberg,ORG,BLOOMBERG
185,39.txt,Enron,ORG,ENRON
186,39.txt,Houston Chronicle,ORG,HOUSTON CHRONICLE
187,39.txt,US,GPE,US
188,39.txt,Guardian,ORG,GUARDIAN
189,39.txt,Harvey Pitt's,PERSON,HARVEY PITT'S
190,39.txt,The New York Times,ORG,THE NEW YORK TIMES
191,39.txt,Enron,ORG,ENRON
192,39.txt,AFX News,ORG,AFX NEWS
193,39.txt,The Washington Post,ORG,THE WASHINGTON POST
194,39.txt,Sudhakar,PERSON,SUDHAKAR
195,39.txt,Enron,ORG,ENRON
196,39.txt,The Times of India,ORG,THE TIMES OF INDIA
197,39.txt,Enron Taps,ORG,ENRON TAPS
198,39.txt,Bank Lines,ORG,BANK LINES
199,39.txt,Dow Jones Business News,ORG,DOW JONES BUSINESS NEWS
200,39.txt,Enron,ORG,ENRON
201,39.txt,"board of i2 Technologies
Associated Press Newswires",ORG,BOARD OF I2 TECHNOLOGIES ASSOCIATED PRESS NEWSWIRES
202,39.txt,Enron,ORG,ENRON
203,39.txt,Associated Press Newswires,ORG,ASSOCIATED PRESS NEWSWIRES
204,39.txt,Enron,ORG,ENRON
205,39.txt,Credit Outlook,ORG,CREDIT OUTLOOK
206,39.txt,S&P,ORG,S&P
207,39.txt,Bloomberg,ORG,BLOOMBERG
208,39.txt,Enron,ORG,ENRON
209,39.txt,Update2,ORG,UPDATE2
210,39.txt,Bloomberg,ORG,BLOOMBERG
211,39.txt,London,GPE,LONDON
212,39.txt,Singapore,GPE,SINGAPORE
213,39.txt,Dow Jones Energy Service,ORG,DOW JONES ENERGY SERVICE
214,39.txt,Enron,ORG,ENRON
215,39.txt,No Calif Pwr Contract Talks,ORG,NO CALIF PWR CONTRACT TALKS
216,39.txt,Dow Jones Energy Service,ORG,DOW JONES ENERGY SERVICE
217,39.txt,Spector,PERSON,SPECTOR
218,39.txt,Roseman & Kodroff,ORG,ROSEMAN & KODROFF
219,39.txt,Enron,ORG,ENRON
220,39.txt,PR Newswire,ORG,PR NEWSWIRE
221,39.txt,TGS Q3,ORG,TGS Q3
222,39.txt,NGL,ORG,NGL
223,39.txt,AFX News,ORG,AFX NEWS
224,39.txt,Dow Jones News Service,ORG,DOW JONES NEWS SERVICE
225,39.txt,Bloomberg,ORG,BLOOMBERG
226,39.txt,Bank Lines,ORG,BANK LINES
227,39.txt,Wall Street Journal,ORG,WALL STREET JOURNAL
228,39.txt,John R. Emshwiller,PERSON,JOHN R. EMSHWILLER
229,39.txt,Rebecca Smith,PERSON,REBECCA SMITH
230,39.txt,Jathon Sapsford,PERSON,JATHON SAPSFORD
231,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
232,39.txt,"Dow Jones & Company, Inc.",ORG,"DOW JONES & COMPANY, INC."
233,39.txt,Enron Corp.,ORG,ENRON CORP.
234,39.txt,cred=,ORG,CRED=
235,39.txt,Enron,ORG,ENRON
236,39.txt,Enron,ORG,ENRON
237,39.txt,Enron,ORG,ENRON
238,39.txt,Enron,ORG,ENRON
239,39.txt,Enron,ORG,ENRON
240,39.txt,Jeff McMahon,PERSON,JEFF MCMAHON
241,39.txt,Enron,ORG,ENRON
242,39.txt,"over=
 ",ORG,OVER=
243,39.txt,Houston,GPE,HOUSTON
244,39.txt,Enron,ORG,ENRON
245,39.txt,Enron,ORG,ENRON
246,39.txt,Enron,ORG,ENRON
247,39.txt,the Securities and Exchange,ORG,THE SECURITIES AND EXCHANGE
248,39.txt,"And=
rew S. Fastow",ORG,AND= REW S. FASTOW
249,39.txt,Fitch,ORG,FITCH
250,39.txt,Enron,ORG,ENRON
251,39.txt,"Standard & Poor'=
s",ORG,STANDARD & POOR'= S
252,39.txt,Enron,ORG,ENRON
253,39.txt,"Moody's Investor=
s Service",ORG,MOODY'S INVESTOR= S SERVICE
254,39.txt,Enron,ORG,ENRON
255,39.txt,Enron,ORG,ENRON
256,39.txt,ting,PERSON,TING
257,39.txt,Enron,ORG,ENRON
258,39.txt,New York Stock Exchange,ORG,NEW YORK STOCK EXCHANGE
259,39.txt,Enron,ORG,ENRON
260,39.txt,American Electric Power Co.,ORG,AMERICAN ELECTRIC POWER CO.
261,39.txt,Dabhol,PERSON,DABHOL
262,39.txt,Fastow,PERSON,FASTOW
263,39.txt,Enron,ORG,ENRON
264,39.txt,Enron,ORG,ENRON
265,39.txt,Enron,ORG,ENRON
266,39.txt,SEC,ORG,SEC
267,39.txt,SEC,ORG,SEC
268,39.txt,Enron,ORG,ENRON
269,39.txt,Chewco,PERSON,CHEWCO
270,39.txt,Enron,ORG,ENRON
271,39.txt,Michael Kopper,PERSON,MICHAEL KOPPER
272,39.txt,Enron,ORG,ENRON
273,39.txt,Global Equity Markets Group,ORG,GLOBAL EQUITY MARKETS GROUP
274,39.txt,docum=,GPE,DOCUM=
275,39.txt,Enron,ORG,ENRON
276,39.txt,Kopper,PERSON,KOPPER
277,39.txt,Enron,ORG,ENRON
278,39.txt,Houston,GPE,HOUSTON
279,39.txt,Kopper,PERSON,KOPPER
280,39.txt,Chewco,PERSON,CHEWCO
281,39.txt,Enron,ORG,ENRON
282,39.txt,el Kopper,GPE,EL KOPPER
283,39.txt,Enron,ORG,ENRON
284,39.txt,Fastow,PERSON,FASTOW
285,39.txt,SEC,ORG,SEC
286,39.txt,SEC,ORG,SEC
287,39.txt,S-K,ORG,S-K
288,39.txt,Fastow,PERSON,FASTOW
289,39.txt,CFO,ORG,CFO
290,39.txt,Kopper,PERSON,KOPPER
291,39.txt,"the Financial Accounting Standards Bo=
ard",ORG,THE FINANCIAL ACCOUNTING STANDARDS BO= ARD
292,39.txt,Kopper,PERSON,KOPPER
293,39.txt,FAS,ORG,FAS
294,39.txt,"The=
 ",ORG,THE=
295,39.txt,"Dow Jones & Company, Inc.",ORG,"DOW JONES & COMPANY, INC."
296,39.txt,Enron,ORG,ENRON
297,39.txt,Theo Francis,PERSON,THEO FRANCIS
298,39.txt,Cassell Bryan,PERSON,CASSELL BRYAN
299,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
300,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
301,39.txt,C14,ORG,C14
302,39.txt,"Dow Jones & Company, Inc.",ORG,"DOW JONES & COMPANY, INC."
303,39.txt,Enron Corp.,ORG,ENRON CORP.
304,39.txt,al,PERSON,AL
305,39.txt,"amount=
s",ORG,AMOUNT= S
306,39.txt,Kenneth Lay,PERSON,KENNETH LAY
307,39.txt,Houston,GPE,HOUSTON
308,39.txt,Thomson Financial/Lancer,ORG,THOMSON FINANCIAL/LANCER
309,39.txt,"L=
ay's",PERSON,L= AY'S
310,39.txt,Enron,ORG,ENRON
311,39.txt,Houston,GPE,HOUSTON
312,39.txt,Enron,ORG,ENRON
313,39.txt,Enron,ORG,ENRON
314,39.txt,Enron,ORG,ENRON
315,39.txt,Jonathan Moreland,PERSON,JONATHAN MORELAND
316,39.txt,InsiderInsights.com,ORG,INSIDERINSIGHTS.COM
317,39.txt,Kenneth Rice,PERSON,KENNETH RICE
318,39.txt,Enron,ORG,ENRON
319,39.txt,Enron,ORG,ENRON
320,39.txt,Enron,ORG,ENRON
321,39.txt,Jeffrey Skillin=,PERSON,JEFFREY SKILLIN=
322,39.txt,Skilling,PERSON,SKILLING
323,39.txt,Rice,PERSON,RICE
324,39.txt,Skilling,GPE,SKILLING
325,39.txt,Overall,ORG,OVERALL
326,39.txt,Enron,ORG,ENRON
327,39.txt,Enron,ORG,ENRON
328,39.txt,Andrew Fastow,PERSON,ANDREW FASTOW
329,39.txt,Exchange Commission,ORG,EXCHANGE COMMISSION
330,39.txt,Fastow,PERSON,FASTOW
331,39.txt,Enron,ORG,ENRON
332,39.txt,Enron,ORG,ENRON
333,39.txt,New York Stock Exchange,ORG,NEW YORK STOCK EXCHANGE
334,39.txt,Fastow,PERSON,FASTOW
335,39.txt,Thomson Fi=,ORG,THOMSON FI=
336,39.txt,Lancer Analytics,ORG,LANCER ANALYTICS
337,39.txt,Enron,ORG,ENRON
338,39.txt,Fastow,PERSON,FASTOW
339,39.txt,New York,GPE,NEW YORK
340,39.txt,U.S.,GPE,U.S.
341,39.txt,District Court,ORG,DISTRICT COURT
342,39.txt,Enron,ORG,ENRON
343,39.txt,Fastow,PERSON,FASTOW
344,39.txt,Enron,ORG,ENRON
345,39.txt,Enron,ORG,ENRON
346,39.txt,"Dow Jones & Company, Inc.",ORG,"DOW JONES & COMPANY, INC."
347,39.txt,Enron,ORG,ENRON
348,39.txt,Bonds With Poor Liquidity,ORG,BONDS WITH POOR LIQUIDITY
349,39.txt,Cre=,ORG,CRE=
350,39.txt,Jathon Sapsford,PERSON,JATHON SAPSFORD
351,39.txt,Suzanne McGee,PERSON,SUZANNE MCGEE
352,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
353,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
354,39.txt,"Dow Jones & Company, Inc.",ORG,"DOW JONES & COMPANY, INC."
355,39.txt,NEW YORK,GPE,NEW YORK
356,39.txt,Enron Corp.'s,ORG,ENRON CORP.'S
357,39.txt,Houston,GPE,HOUSTON
358,39.txt,Enron,ORG,ENRON
359,39.txt,"pric=
e",ORG,PRIC= E
360,39.txt,U.S.,GPE,U.S.
361,39.txt,Enron,ORG,ENRON
362,39.txt,singl=,PERSON,SINGL=
363,39.txt,Enron,ORG,ENRON
364,39.txt,Enron,ORG,ENRON
365,39.txt,Enron,ORG,ENRON
366,39.txt,Enron,ORG,ENRON
367,39.txt,Enron,ORG,ENRON
368,39.txt,Securities and Exchange Commission,ORG,SECURITIES AND EXCHANGE COMMISSION
369,39.txt,Harold Ri=,PERSON,HAROLD RI=
370,39.txt,H. Rivkin & Co.,ORG,H. RIVKIN & CO.
371,39.txt,Princeton,GPE,PRINCETON
372,39.txt,"N=
.J.=20",ORG,N= .J.=20
373,39.txt,Enron,ORG,ENRON
374,39.txt,"Lu=
cent Technologies Inc.",ORG,LU= CENT TECHNOLOGIES INC.
375,39.txt,Enron,ORG,ENRON
376,39.txt,Enron,ORG,ENRON
377,39.txt,Fitch,ORG,FITCH
378,39.txt,Enron,ORG,ENRON
379,39.txt,Moody's Investors Service,ORG,MOODY'S INVESTORS SERVICE
380,39.txt,Standard & Poor's,ORG,STANDARD & POOR'S
381,39.txt,McGraw Hill Cos.,ORG,MCGRAW HILL COS.
382,39.txt,Creditwatch,ORG,CREDITWATCH
383,39.txt,Glenn Reynolds,PERSON,GLENN REYNOLDS
384,39.txt,Credit Sights Inc.,ORG,CREDIT SIGHTS INC.
385,39.txt,New York,GPE,NEW YORK
386,39.txt,Enron,ORG,ENRON
387,39.txt,"commitments.=20
Enron",ORG,COMMITMENTS.=20 ENRON
388,39.txt,Enron,ORG,ENRON
389,39.txt,Enron,ORG,ENRON
390,39.txt,Reynolds,PERSON,REYNOLDS
391,39.txt,Credit Sights Inc.,ORG,CREDIT SIGHTS INC.
392,39.txt,Enron,ORG,ENRON
393,39.txt,Enron,ORG,ENRON
394,39.txt,Reynolds,PERSON,REYNOLDS
395,39.txt,Enron,ORG,ENRON
396,39.txt,Reynolds,PERSON,REYNOLDS
397,39.txt,Ron Barone,PERSON,RON BARONE
398,39.txt,"Standard & Poor's=
 ",ORG,STANDARD & POOR'S=
399,39.txt,Enron,ORG,ENRON
400,39.txt,Jeffrey McMahon,PERSON,JEFFREY MCMAHON
401,39.txt,Kenneth Lay,PERSON,KENNETH LAY
402,39.txt,J.P. Morgan Chase &,ORG,J.P. MORGAN CHASE &
403,39.txt,Citigroup Inc.=20,ORG,CITIGROUP INC.=20
404,39.txt,Treasurys,ORG,TREASURYS
405,39.txt,the Federal Reserve,ORG,THE FEDERAL RESERVE
406,39.txt,"rat=
es",ORG,RAT= ES
407,39.txt,Treasury,ORG,TREASURY
408,39.txt,Treasury,ORG,TREASURY
409,39.txt,Fed,ORG,FED
410,39.txt,the Treasury Department,ORG,THE TREASURY DEPARTMENT
411,39.txt,TREASURY,ORG,TREASURY
412,39.txt,Par Par,ORG,PAR PAR
413,39.txt,471 0 N/A N,ORG,471 0 N/A N
414,39.txt,Motorola Inc.'s,ORG,MOTOROLA INC.'S
415,39.txt,Goldman Sachs,ORG,GOLDMAN SACHS
416,39.txt,J.P. Morgan Chase,PERSON,J.P. MORGAN CHASE
417,39.txt,Salomon Smith,ORG,SALOMON SMITH
418,39.txt,LSI Logic Corp.,ORG,LSI LOGIC CORP.
419,39.txt,John Parry,PERSON,JOHN PARRY
420,39.txt,Tom Barkley,PERSON,TOM BARKLEY
421,39.txt,"Dow Jones & Company, Inc.",ORG,"DOW JONES & COMPANY, INC."
422,39.txt,Enron,ORG,ENRON
423,39.txt,Susanne Craig,PERSON,SUSANNE CRAIG
424,39.txt,Jonathan Weil,PERSON,JONATHAN WEIL
425,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
426,39.txt,The Wall Street Journal,ORG,THE WALL STREET JOURNAL
427,39.txt,"Dow Jones & Company, Inc.",ORG,"DOW JONES & COMPANY, INC."
428,39.txt,Enron,ORG,ENRON
429,39.txt,Enron,ORG,ENRON
430,39.txt,Enron,ORG,ENRON
431,39.txt,Goldman Sachs,ORG,GOLDMAN SACHS
432,39.txt,David Fleischer,PERSON,DAVID FLEISCHER
433,39.txt,Houston,GPE,HOUSTON
434,39.txt,Enron,ORG,ENRON
435,39.txt,Goldman,ORG,GOLDMAN
436,39.txt,Enron,ORG,ENRON
437,39.txt,Fleischer,PERSON,FLEISCHER
438,39.txt,Goldman,ORG,GOLDMAN
439,39.txt,Fleischer,PERSON,FLEISCHER
440,39.txt,Enron,ORG,ENRON
441,39.txt,Enron,ORG,ENRON
442,39.txt,Jim Chanos,PERSON,JIM CHANOS
443,39.txt,Kynikos Associates,ORG,KYNIKOS ASSOCIATES
444,39.txt,New York,GPE,NEW YORK
445,39.txt,Enron,ORG,ENRON
446,39.txt,evel,ORG,EVEL
447,39.txt,Enron,ORG,ENRON
448,39.txt,Enron,ORG,ENRON
449,39.txt,Enron,ORG,ENRON
450,39.txt,Enron,ORG,ENRON
451,39.txt,Thomson Financial/First Call,ORG,THOMSON FINANCIAL/FIRST CALL
452,39.txt,Prudential Securities,ORG,PRUDENTIAL SECURITIES
453,39.txt,Goldman,ORG,GOLDMAN
454,39.txt,Fleischer,PERSON,FLEISCHER
455,39.txt,Enron,ORG,ENRON
456,39.txt,Credit Suisse,ORG,CREDIT SUISSE
457,39.txt,Enron,ORG,ENRON
458,39.txt,Donaldson Lufkin & Jenrette=,ORG,DONALDSON LUFKIN & JENRETTE=
459,39.txt,Lehman Brothers,ORG,LEHMAN BROTHERS
460,39.txt,Merrill,ORG,MERRILL
461,39.txt,Enron,ORG,ENRON
462,39.txt,"that=
 ",ORG,THAT=
463,39.txt,Credit Suisse,ORG,CREDIT SUISSE
464,39.txt,First Boston,ORG,FIRST BOSTON
465,39.txt,Curt Launer=,PERSON,CURT LAUNER=
466,39.txt,Fleischer,PERSON,FLEISCHER
467,39.txt,Fleischer,PERSON,FLEISCHER
468,39.txt,Enron,ORG,ENRON
469,39.txt,Fleischer,PERSON,FLEISCHER
470,39.txt,Enron,ORG,ENRON
471,39.txt,Enron,ORG,ENRON
472,39.txt,CSFB,ORG,CSFB
473,39.txt,Launer,PERSON,LAUNER
474,39.txt,"occasio=
nally",ORG,OCCASIO= NALLY
475,39.txt,Enron,ORG,ENRON
476,39.txt,Enron,ORG,ENRON
477,39.txt,Launer,PERSON,LAUNER
478,39.txt,"these=
 ",ORG,THESE=
479,39.txt,Enron,ORG,ENRON
480,39.txt,Launer,PERSON,LAUNER
481,39.txt,Flesicher,PERSON,FLESICHER
482,39.txt,Chuck Hill,PERSON,CHUCK HILL
483,39.txt,Thomson Financial/First Call,ORG,THOMSON FINANCIAL/FIRST CALL
484,39.txt,Enron,ORG,ENRON
485,39.txt,Hill,PERSON,HILL
486,39.txt,Prudential,ORG,PRUDENTIAL
487,39.txt,Carol Coale,PERSON,CAROL COALE
488,39.txt,Coale,PERSON,COALE
489,39.txt,Enron,ORG,ENRON
490,39.txt,Enron,ORG,ENRON
491,39.txt,the Securities and Exchange Commission,ORG,THE SECURITIES AND EXCHANGE COMMISSION
492,39.txt,SEC,ORG,SEC
493,39.txt,Enron,ORG,ENRON
494,39.txt,Enron,ORG,ENRON
495,39.txt,SEC,ORG,SEC
496,39.txt,"Dow Jones & Company, Inc.",ORG,"DOW JONES & COMPANY, INC."
497,39.txt,New York,GPE,NEW YORK
498,39.txt,Houston,GPE,HOUSTON
499,39.txt,Bloomberg,ORG,BLOOMBERG
500,39.txt,Enron Corp.,ORG,ENRON CORP.
501,39.txt,Houston,GPE,HOUSTON
502,39.txt,Mark Palmer,PERSON,MARK PALMER
503,39.txt,Enron,ORG,ENRON
504,39.txt,Enron,ORG,ENRON
505,39.txt,affiliates,ORG,AFFILIATES
506,39.txt,Enron,ORG,ENRON
507,39.txt,Enron,ORG,ENRON
508,39.txt,Andrew Fastow,PERSON,ANDREW FASTOW
509,39.txt,Securities and Exchange Commission,ORG,SECURITIES AND EXCHANGE COMMISSION
510,39.txt,Jeff McMahon,PERSON,JEFF MCMAHON
511,39.txt,Enron,ORG,ENRON
512,39.txt,CFO,ORG,CFO
513,39.txt,Kenneth Lay,PERSON,KENNETH LAY
514,39.txt,Enron,ORG,ENRON
515,39.txt,Johnson,PERSON,JOHNSON
516,39.txt,Princeton,ORG,PRINCETON
517,39.txt,WSJ,ORG,WSJ
518,39.txt,New York,GPE,NEW YORK
519,39.txt,Houston,GPE,HOUSTON
520,39.txt,Bloomberg,ORG,BLOOMBERG
521,39.txt,Enron Corp.,ORG,ENRON CORP.
522,39.txt,the Wall Street Journal,ORG,THE WALL STREET JOURNAL
523,39.txt,Goldman Sachs Group Inc.,ORG,GOLDMAN SACHS GROUP INC.
524,39.txt,David Fleischer,PERSON,DAVID FLEISCHER
525,39.txt,Enron,ORG,ENRON
526,39.txt,Enron,ORG,ENRON
527,39.txt,Thomson Financial,ORG,THOMSON FINANCIAL
528,39.txt,Enron,ORG,ENRON
529,39.txt,Enron,ORG,ENRON
530,39.txt,Journal,ORG,JOURNAL
531,39.txt,The Securities and Exchange Commission,ORG,THE SECURITIES AND EXCHANGE COMMISSION
532,39.txt,Andrew Fastow,PERSON,ANDREW FASTOW
533,39.txt,Enron,ORG,ENRON
534,39.txt,WSJ,ORG,WSJ
